450:302,654,84,15,76,29,354,1102,245,138
452:17,302,616,13523,8,238,650,58,76,363
476:17,70,245,508,1023,302,899,654,1382,616
488:17,302,616,58,518,542,29,76,15,564
490:17,302,29,15,76,650,101,289,61,32
494:17,616,654,58,8,84,29,542,518,15
525:302,616,654,84,58,518,70,564,650,29
500:17,302,616,654,58,76,8,650,84,29
514:17,76,616,302,58,564,654,650,15,8
535:17,29,8,1102,518,650,76,542,354,6
536:302,654,616,84,58,8,518,542,76,29
538:302,654,616,58,1102,76,15,101,29,650
539:17,654,58,8,84,518,29,564,542,15
582:616,84,29,518,76,1102,564,15,138,354
564:84,8,76,518,650,1102,15,564,289,6
585:17,302,616,8,654,58,84,518,70,650
590:654,8,29,76,518,650,354,542,101,15
601:69110,121234,226,94414,67228,31717,121660,48912,18245,90819
618:17,76,302,616,654,226,8,58,650,518
624:76,508,564,17,15,650,873,226,899,32
627:11539,4671,5512,83175,10071,19731,32661,1077,9594,780
628:38576,1544,30862,1545,1551,8,11,27788,15444,17
632:17,81,226,76,8,616,564,2139,931,508
633:302,654,58,8,84,518,650,76,29,15
634:17,226,76,70,616,58,508,302,564,8
646:17,302,76,654,70,564,58,616,546,29
666:10981,911,11590,1337,25145,18920,17908,35817,4040,3243
667:17,302,616,654,58,76,8,564,542,15
669:518,17,500,736,58,65,70,81,224,481
678:17,302,58,654,8,542,518,564,76,84
680:17,654,616,58,8,29,650,84,518,15
681:17,76,245,8,508,616,518,302,542,15
682:76,1528,564,17,698,2318,302,7711,508,2275
683:579,1738,3479,7146,74504,79332,49996,15,112536,55797
684:168,719,984,5480,5738,2318,8860,1460,1326,463
715:4671,12861,2543,1547,9435,8392,11855,81,1753,14375
716:17,616,302,654,58,542,861,650,8,564
1588:1119,1187,84,48,53,899,947,17,155,301
1589:654,58,616,84,8,76,650,354,15,518
741:17,302,168,76,654,564,616,15,58,508
754:17,302,654,616,58,542,84,76,29,61
756:616,84,8,650,76,1102,542,354,15,289
757:17,616,76,302,564,654,58,285,861,1196
758:17,76,616,302,15,518,654,58,224,356
750:8,76,15,564,61,354,6,32,138,1102
763:17,29,84,8,650,518,542,15,564,138
773:17,302,616,76,650,101,654,8,787,58
774:17,302,8,518,650,84,76,564,61,32
775:58,518,542,76,15,564,1102,354,101,301
813:17,302,616,654,518,84,542,650,61,564
782:302,654,616,518,8,58,84,542,508,76
784:17,302,542,518,84,76,650,29,101,508
793:654,616,29,8,736,76,518,354,542,301
803:17,302,1119,84,654,70,616,354,8,138
815:654,302,58,8,76,84,542,518,29,15
817:58,616,29,8,1102,650,76,138,518,301
818:76,984,1326,5480,463,564,5738,8860,2318,1528
823:17,245,8,616,564,302,654,1382,15,70
825:654,616,58,8,518,29,542,650,70,1102
833:302,58,8,84,76,564,508,354,6,861
835:302,654,616,58,84,518,542,76,101,650
838:8066,219,6344,288,131,862,245,7210,50887,1902
844:58,29,8,76,354,518,542,736,301,15
850:866,17,302,654,354,76,29,84,58,616
857:302,84,8,76,518,542,650,15,1102,289
856:6,138,301,70,364,162,486,62,1405,1535
874:302,58,518,84,76,29,508,787,364,301
891:17,361,302,654,29,354,84,58,76,616
899:17,302,616,654,8,58,518,542,76,84
900:17,616,58,302,398,654,8,542,6,650
911:302,654,58,76,616,8,70,84,29,650
918:17,654,302,616,58,8,84,542,518,650
925:17,302,654,58,84,616,8,518,1102,29
926:302,58,84,8,518,542,76,354,650,1102
937:302,616,654,518,58,542,564,650,29,76
984:17,654,616,58,8,84,29,76,650,15
1591:69776,62108,17,302,654,76,616,58,8,866
949:17,302,654,76,616,58,8,866,84,29
964:17,654,616,302,8,518,84,58,94,65
970:14636,2656,8,4300,9093,4613,50946,84,5010,25138
977:17,518,29,650,15,354,61,736,301,554
981:17,245,1002,1744,710,508,8,4513,1410,302
982:17,84,302,2162,654,70,354,1119,245,616
992:17,508,616,76,245,654,70,8,564,302
993:654,616,58,84,29,76,518,354,1102,138
998:17,302,616,654,84,58,76,564,650,542
1000:17,58,8,84,542,518,29,101,70,61
1007:17,654,29,8,84,542,518,564,15,6
1049:76,17,564,654,542,616,81,2139,8,650
1027:168,1400,661,1326,801,760,574,1528,76,8733
1028:17,302,616,58,518,29,76,650,354,542
1044:17,654,302,616,84,8,58,518,76,29
1045:17,58,8,84,518,542,650,76,564,101
2373:17,84,616,654,302,58,76,1102,101,564
2381:17,302,654,616,58,29,84,8,542,518
2382:17,564,302,654,8,616,518,58,650,542
1068:76,17,1002,441,245,508,710,94,8928,3506
1069:654,84,8,29,76,542,518,564,1102,301
1070:17,616,58,84,518,542,76,15,650,564
1082:84,518,650,542,1102,101,15,138,6,301
1083:394,8,2908,3297,17,3304,3888,610,3313,32
1088:17,616,302,654,8,58,84,564,542,650
1094:616,58,29,70,301,736,6,61,508,32
1116:654,302,616,58,76,8,84,354,29,650
1121:17,1578,654,61,29,205,99297,2548,1372,6
1125:302,654,616,58,84,542,76,29,564,650
1127:17,302,8,616,654,58,84,518,542,101
1132:17,302,654,58,8,76,564,650,542,518
1133:8,518,76,650,15,354,1102,301,101,61
1140:302,616,58,29,8,542,84,76,518,15
1141:17,1382,327,787,8,302,84,119,354,542
1148:17,76,302,508,1023,616,654,1382,70,8
1153:17,654,616,58,518,1102,76,29,650,542
1163:17,302,654,76,616,58,8,866,84,29
1172:17,616,302,654,58,8,76,518,15,84
1166:17,518,616,8,302,654,15,542,61,58
1192:17,302,616,58,8,542,29,650,518,76
1204:17,302,654,616,58,61,15,542,29,84
1208:17,654,302,58,616,650,542,29,8,15
1209:17,76,302,616,8,564,70,654,58,1023
1234:17,76,302,168,564,654,616,719,58,650
1236:17,302,616,8,58,518,32,542,654,61
1245:302,654,84,616,58,8,518,29,76,301
1288:1017,67016,398,692,654,138,17,109663,34083,94291
1263:17,302,58,8,84,650,542,518,76,564
1267:616,58,654,302,542,84,8,650,76,518
1269:4755,3107,1352,2880,508,189,1712,378,17,6434
1295:616,518,542,15,76,564,101,61,6,70
1296:17,654,58,29,84,650,8,76,542,518
1302:17,302,616,654,542,650,76,8,15,29
1305:17,302,58,84,29,8,518,650,542,861
1342:84,518,302,17,650,616,508,301,654,58
1382:17,302,616,8,654,84,58,518,564,76
1389:75115,61636,40853,1305,4245,586,121404,111950,15,787
1391:26376,32,402,787,674,1109,363,999,5117,1239
1397:81,226,140,986,1749,70,262,2967,2379,8283
1402:302,616,58,84,8,650,518,76,354,1102
1405:96890,24722,4697,92558,17,302,654,76,616,58
1407:17,302,542,616,58,518,486,654,15,61
1408:17,302,616,654,84,518,58,564,650,354
1409:616,8,354,101,138,542,70,564,15,6
1412:17,302,654,58,616,84,8,301,542,70
1413:542,15,101,6,289,736,861,32,285,508
1418:654,76,542,650,15,564,289,138,736,61
1419:4755,3172,4825,1712,378,508,6434,17,7831,564
1420:302,654,616,58,8,29,354,518,650,76
1430:17,58,8,302,654,518,84,1196,76,289
1431:654,58,616,84,8,518,76,542,650,1102
1427:17,8,84,518,29,564,15,61,354,1102
1435:302,616,58,84,29,76,61,564,101,289
1437:17,616,76,302,650,654,58,542,564,70
1441:6559,3307,840,2548,245,2715,6745,8,17,28
1447:17,616,654,518,8,302,58,84,15,564
1448:17,245,8,542,654,15,2548,1002,302,1744
1457:17,616,302,15,650,58,654,542,518,76
1458:17,616,302,58,15,84,76,650,508,101
1469:302,616,58,84,76,542,518,564,1102,6
1477:17,302,616,654,518,84,58,76,542,245
1486:76,168,719,564,984,2139,1528,17,698,1400
1490:17,302,654,866,76,616,542,29,84,58
1491:302,654,616,58,84,8,650,76,1102,518
1569:986,226,81,70,2967,3599,3756,1023,931,380
1570:17,654,616,302,8,84,58,518,564,542
1500:302,58,84,518,29,76,15,564,650,354
1503:654,58,616,8,76,542,650,354,15,564
1517:78967,12449,99974,24897,73136,35792,99978,30737,43966,8957
1518:17,8,84,518,616,654,302,542,508,58
1535:302,654,58,84,650,542,29,1102,138,15
1551:616,8,650,518,542,15,354,736,61,70
1552:29723,19245,1402,70,15,2342,81,7006,10906,4048
1553:17,616,654,302,58,518,542,8,61,84
1559:302,654,616,29,84,8,650,15,76,354
1562:654,616,29,8,650,1102,518,542,564,70
1560:17,302,58,518,15,84,564,61,76,29
1561:17,616,58,542,518,76,15,84,29,61
2384:17,302,1119,84,654,354,76,8,245,616
2385:17,302,58,616,29,84,8,542,650,1102
1601:17,302,616,654,8,58,76,542,518,84
1602:17,616,302,654,8,518,58,15,84,508
1629:17,616,302,654,58,8,518,15,76,61
1634:2265,76,6901,40,1913,9662,94,500,508,564
1642:302,654,58,8,518,542,650,76,1102,564
1653:17,616,654,302,58,8,542,84,101,564
1654:302,84,8,29,518,542,650,564,1102,101
1655:654,8,29,542,76,650,15,354,289,138
1668:616,29,8,84,76,650,15,518,564,354
1681:17,58,616,8,84,518,29,542,15,138
1703:302,654,616,84,58,518,76,354,29,650
1721:17,245,302,654,58,15,61,518,616,1511
1727:17,654,616,58,84,302,542,564,32,101
1728:302,58,616,84,8,1102,354,650,138,542
1745:17,616,61,654,542,8,58,29,84,302
1746:17,302,616,654,58,542,8,29,15,518
1751:8,84,302,654,58,518,76,101,616,542
1756:8,654,616,1102,76,542,564,650,15,101
1758:17,616,302,654,58,8,76,542,518,650
1761:508,226,17,25716,61,542,245,1382,81,70
1767:616,58,84,8,76,354,1102,518,542,70
1779:56748,37843,67185,17395,93631,86913,93097,103533,65741,1674
1780:13960,9354,67574,32648,1772,64,10503,72271,88524,140
1783:17,302,58,8,29,84,518,76,650,542
1787:616,518,29,76,15,564,101,289,354,736
1788:17,302,616,654,508,58,8,650,84,542
1794:17,616,654,302,58,15,8,518,564,245
1796:654,8,84,29,650,542,15,1102,301,70
1803:17,302,654,616,58,76,8,29,84,518
1820:17,1352,76,508,654,302,2880,10041,8,564
1821:17,616,518,58,302,8,654,15,542,564
1822:17,616,302,654,58,8,518,29,84,32
1823:17,84,650,76,542,15,6,564,289,354
1840:616,542,650,564,354,736,301,861,70,61
1841:984,76,8860,463,801,1400,5480,1528,5738,8733
1842:17,302,58,616,84,29,8,518,1102,542
1850:17,84,302,58,654,29,616,1102,289,8
2058:12597,17944,121818,43327,88234,48197,1410,7869,12495,3
1853:17,302,654,15,518,616,32,508,650,58
1854:17,302,654,8,542,84,76,650,564,101
1862:302,616,650,542,1102,70,736,564,15,787
1880:17,302,84,875,654,354,1119,616,8,76
1883:302,654,58,8,518,542,76,29,650,1102
1890:302,654,616,84,8,58,518,650,29,76
1891:302,17,654,58,616,29,8,15,76,285
1893:302,654,616,58,84,76,15,29,61,289
1894:654,616,58,8,84,518,542,564,29,70
1911:29727,53100,22420,4016,78658,5671,13392,10348,17271,13581
1912:17,302,654,616,58,8,76,650,138,29
1913:17,616,302,654,58,8,542,84,518,29
1930:2548,197,8069,5111,5627,7160,4755,17,465,27094
1932:17,76,654,58,81,2139,70,616,226,302
1950:542,15,301,61,861,32,508,554,363,1196
1951:2121,1360,17,542,564,616,654,1287,15,32
1952:17,616,84,76,8,542,1102,518,15,6
2046:27296,10492,13889,11199,91537,5545,9289,9101,14117,65072
2005:302,518,542,29,76,650,15,564,101,1102
2017:44039,107733,11246,23213,101380,123006,47586,58208,13894,17
2025:236,17,776,10075,6766,8861,1558,238,302,364
2030:17,616,302,58,654,8,76,542,518,650
2034:6186,9914,57937,1002,22904,76,3213,616,787,15419
2038:17,654,302,58,861,29,616,76,1102,542
2068:17,616,302,654,8,542,15,58,245,564
2364:302,616,84,29,8,650,76,518,1102,354
2369:17,70,616,302,8,76,654,58,354,564
2070:84,654,616,1102,542,76,15,101,564,650
2071:302,616,58,518,76,650,70,508,101,354
2072:302,654,616,58,518,1102,354,29,650,736
2074:17,76,70,8,226,81,508,1410,302,698
2075:302,654,8,84,542,15,650,76,564,61
2076:17,302,654,76,616,58,8,866,84,29
2077:17,654,616,58,518,29,1102,76,650,564
2080:17,654,58,84,518,29,542,650,15,564
2085:17,616,8,302,654,542,58,518,84,76
2097:302,616,654,58,84,564,15,29,70,32
2112:17,302,654,84,76,866,564,616,58,301
2115:17,616,8,302,654,58,542,84,564,15
2116:17,302,616,654,8,58,84,542,650,15
2123:17,654,616,58,8,29,76,1102,518,138
2135:17,616,302,8,654,58,564,76,518,84
2141:81,698,564,780,76,226,500,138,986,17
2147:12673,6059,17030,23833,12462,728,109031,35619,42335,10987
2154:17,302,654,508,616,226,8,58,70,719
2160:17,302,8,84,29,518,15,76,650,564
2162:661,719,5480,76,1400,564,463,1528,5738,574
2170:17,302,58,542,8,15,564,76,650,518
2177:17,224,29,162,302,44,81,262,378,616
2185:17,302,654,8,616,58,564,542,76,650
2187:17,302,654,76,616,58,8,866,84,29
2184:58,616,84,8,542,518,76,650,1102,6
2363:17,302,616,29,84,8,650,542,76,518
2211:17,302,616,654,58,76,508,542,8,564
2223:76,17,81,70,58,616,8,654,564,508
2243:17,616,654,302,8,518,245,58,15,76
2244:17,616,302,654,58,8,518,542,84,564
2247:302,654,616,84,58,518,650,1102,29,564
2250:49715,7838,4103,6191,36231,3205,47112,38737,1064,353
2253:17,616,226,302,76,654,70,58,508,564
2260:17,302,654,76,616,58,8,866,84,29
2261:302,654,616,58,76,542,29,15,650,1102
2262:17,302,654,76,616,58,8,866,84,29
2290:29,650,518,542,15,1102,61,6,138,301
2291:17,616,29,84,8,76,542,518,15,564
2293:17,84,302,616,58,654,101,76,564,542
2301:17,4032,429,65,84,182,5567,302,1102,2668
2302:16229,39395,245,33882,353,1524,774,8,17,3162
2304:76,719,564,984,17,1326,5480,463,302,1400
2318:654,84,76,29,15,564,101,1102,61,289
2392:17,302,654,76,616,58,8,866,84,29
2393:17,302,654,616,84,58,8,542,518,508
2394:302,654,616,58,84,542,76,29,564,650
2395:17,616,84,8,650,76,518,15,1102,564
2399:17,302,654,76,616,8,226,84,58,650
2325:302,654,84,8,616,58,1102,29,354,76
2335:17,302,616,654,8,84,29,518,15,542
2343:17,302,1549,32,84,116,925,4802,224,244
2346:17,70,616,76,302,654,58,81,138,84
2347:2186,322,7728,100785,51147,3476,112716,6567,3675,90140
2348:17,302,654,616,58,8,84,76,542,650
2362:17,302,654,76,616,58,8,866,84,29
2405:17,302,654,58,8,542,518,15,76,84
2407:17,866,76,302,654,58,354,29,616,70
2408:302,654,84,58,616,8,29,1102,354,76
2419:58,8,616,654,17,76,861,6,29,285
2429:17,354,70,94,1382,245,302,9482,8,32
2447:29,84,8,76,1102,354,518,542,6,289
2452:12832,2282,48061,77590,6387,8349,19376,22856,10127,30791
2453:23740,71417,29657,193,78361,4249,50572,1551,2908,596
2454:17,76,508,564,616,8,518,70,245,654
2456:17,58,616,29,84,76,8,650,1102,542
2461:518,29,542,289,61,101,6,736,138,301
2464:654,58,616,8,76,518,354,650,736,301
2465:58,616,84,8,354,1102,76,650,542,518
2469:302,616,58,8,84,542,76,29,518,564
2489:168,719,1326,1400,984,5738,5557,8733,2685,801
2491:2319,17,302,654,76,616,58,8,866,84
2499:1097,302,13523,17,58,654,508,650,861,45
2500:654,616,84,58,8,76,29,354,650,518
2501:17,8,327,1405,363,65,245,542,15,301
2505:17,654,616,58,84,29,518,542,650,76
2510:1326,1460,17,65,30152,508,76,5567,30139,224
2515:17,302,616,58,654,564,650,8,518,84
2518:17,40,76,361,698,866,564,5097,3568,616
2520:17,302,616,654,58,84,542,15,564,650
2521:302,654,616,8,58,84,518,76,650,29
2524:17,654,58,302,616,8,354,138,84,650
2536:17,302,542,8,518,15,76,84,564,6
2541:302,654,58,8,518,84,76,15,29,650
2547:17,302,654,616,58,650,8,29,76,564
2553:9134,37961,18939,15436,20567,50469,19507,8960,5125,35177
2560:58,616,84,29,76,15,564,354,1102,101
2558:17,76,616,58,8,70,15,84,81,354
2563:302,654,58,84,15,650,29,76,564,101
2573:616,58,29,8,84,76,518,1102,354,6
2591:17,302,654,616,58,8,76,542,29,861
2650:4194,17,2123,17731,75058,4308,86115,13766,3432,8
2596:17,302,84,654,58,616,518,29,542,76
2597:17,780,76,58,302,262,226,616,654,70
2601:17,302,29,84,58,1102,8,301,542,616
2604:17,616,70,76,226,58,8,508,302,564
2611:302,654,616,58,84,8,518,354,76,29
2612:17,302,654,58,542,518,15,76,84,29
2615:8,84,29,518,542,650,76,564,6,61
2625:17,226,302,138,354,8,654,518,650,616
2626:302,616,84,518,76,354,564,101,289,6
2634:17,542,15,654,616,58,8,518,564,409
2636:654,58,616,84,29,8,76,650,354,1102
2639:70,17,81,226,302,616,654,508,8,518
2661:17,245,1405,616,518,8,58,302,654,101
2663:17,84,302,654,8,616,518,58,899,70
2666:17,616,58,302,654,542,650,76,8,564
2676:654,616,76,354,15,542,17,138,289,1102
2689:17,302,616,654,58,8,76,542,650,518
2693:790,8,17,21813,10408,650,873,891,118736,3419
2708:17,654,302,616,58,8,84,542,564,650
2709:17,616,654,245,518,8,542,15,61,564
2713:8,17,616,245,508,58,650,302,61,364
2715:984,76,1400,661,2153,5738,564,1460,801,760
2716:81,500,986,16542,8,226,542,616,17,70
2727:58,616,84,29,8,650,1102,518,354,76
2730:17,654,616,58,8,542,518,15,84,76
2731:616,29,84,8,76,650,354,1102,518,301
2734:564,76,736,1069,17,518,616,4017,698,947
2735:17,518,84,616,76,302,508,654,564,3107
2737:17,302,654,616,58,8,84,650,518,29
2745:17,654,302,76,58,616,354,518,8,84
2746:16151,27209,24118,4158,5595,22338,23595,38773,32863,13137
2748:76,327,564,5287,508,2139,5567,119,128,3233
2756:302,654,616,58,84,8,29,76,650,354
2760:29,84,8,650,76,542,518,1102,138,6
2776:17,302,654,76,616,58,8,866,84,29
2799:17,76,8,302,508,564,654,364,58,710
2802:58,616,76,736,861,302,654,84,1140,8
2803:2595,88529,11718,2074,670,19829,14237,347,97817,33572
2804:17,654,302,616,58,650,84,224,8,76
2805:15,17,7048,81,873,496,124,518,908,5582
2812:302,654,8,29,76,650,354,542,15,101
2815:10752,168,984,719,1682,463,1400,9874,661,8860
2827:17,58,84,302,616,8,654,29,861,61
2831:654,58,84,76,29,8,518,542,354,138
2846:302,654,616,84,518,29,542,76,650,101
2848:17,616,654,8,84,29,650,76,518,15
2853:18850,25669,4444,2326,27420,29165,13735,1205,11243,83814
2854:302,654,58,616,84,354,76,518,8,650
2857:17,654,302,650,518,84,94,245,354,29
2858:17,84,29,76,542,650,1102,15,6,564
2861:76,2139,17,70,1410,5975,81,245,226,1002
2871:4755,189,378,17,3107,1527,245,508,76,1002
2907:302,654,58,616,84,8,76,650,354,518
2912:226,70,17,76,508,1023,302,1382,8,564
2914:17,654,302,58,8,518,542,650,76,29
2924:245,226,168,17,76,1002,508,70,1326,1744
2925:564,17,61,2139,245,8,76,81,616,15
2947:2741,66993,66050,18970,24301,8643,46125,47094,108276,89557
2951:3,51550,7803,99399,285,302,11919,12712,1184,2745
2959:17,616,302,654,542,518,8,58,84,650
2960:17,654,302,616,518,8,58,84,542,76
2963:17,616,58,654,302,8,564,542,84,518
2965:135,5557,984,29475,18240,564,650,698,3789,6097
2967:302,616,654,58,8,76,84,518,564,542
2970:616,17,302,58,654,8,84,542,650,518
2977:17,302,654,616,58,8,84,518,542,29
2981:84,8,29,650,518,76,542,1102,564,861
2989:17,302,654,616,76,58,8,518,650,84
2990:22420,13581,29000,16717,55922,5975,311,57558,76,21482
3002:17,302,654,76,616,58,8,866,84,29
3004:168,984,8860,463,1400,1326,5480,801,574,8733
3011:4249,1164,123142,1360,109829,84549,55993,1382,54846,616
3013:17,76,70,508,302,8,226,654,518,616
3037:17,302,654,76,616,58,8,866,84,29
3038:17,247,84,6503,76,327,8,289,1102,1405
3044:302,654,616,8,58,84,518,76,650,289
3070:302,17,616,564,70,654,58,8,650,736
3081:17,654,302,616,58,76,84,354,8,15
3100:302,616,84,29,8,76,650,518,542,1102
3102:168,984,1400,574,5480,463,719,5557,8733,8860
3105:17,654,58,302,8,15,518,564,650,76
3107:17,70,76,302,616,654,58,8,518,542
3110:17,58,654,616,76,8,302,518,245,70
3111:302,58,616,654,8,84,29,650,518,542
3113:17,616,654,76,58,302,8,542,650,15
3121:8,542,564,70,101,15,6,861,322,32
3125:17,302,654,616,58,84,8,29,76,354
3126:17,302,654,76,616,58,8,866,84,29
3129:302,616,8,84,542,76,518,29,564,289
3139:17,361,354,84,58,616,302,654,8,29
3144:17,302,616,84,518,58,654,76,564,650
3152:17,616,302,654,58,8,518,76,542,564
3166:17,302,654,76,616,58,8,866,84,29
3167:17,76,302,616,654,564,58,8,84,508
3220:616,84,76,8,650,1102,518,138,542,6
3169:616,654,302,8,58,518,84,542,15,564
3170:17,616,302,654,8,58,76,564,518,650
3172:17,302,616,8,58,84,650,29,1403,736
3176:58,616,84,650,8,542,518,76,354,15
3183:17,654,58,616,29,76,70,650,8,542
3184:354,131,245,8935,94,1002,70,76,65,302
3193:58,8,518,76,354,6,289,138,61,285
3195:17,8,518,302,654,84,542,245,76,32
3229:17,302,616,654,58,518,650,542,301,8
3234:302,654,58,616,1102,518,29,354,76,650
3279:17,302,654,616,564,58,8,650,138,84
3295:17,76,81,8,70,616,226,58,2139,564
3475:17,2030,302,616,654,58,8,245,518,542
3237:110318,41101,28760,58923,22678,102041,54099,42323,110086,38702
3238:17,302,616,654,58,8,76,542,518,84
3239:17,58,616,29,84,8,1102,650,76,354
3246:5319,533,603,911,8772,311,1337,4671,19378,13341
3258:17,654,58,8,84,542,29,76,564,15
3263:17,302,616,654,58,8,564,76,518,508
3264:17,302,654,76,616,58,8,866,84,29
3277:76,168,719,17,564,698,226,302,2139,361
3305:76,262,17,238,698,2139,70,500,805,901
3306:6901,1651,4146,28389,9557,11653,10692,8129,684,5357
3308:17,616,302,654,58,542,8,15,32,84
3309:302,616,84,29,518,542,650,76,564,861
3319:17,302,654,76,616,58,8,866,84,29
3320:3196,2548,10541,197,17,5111,8069,14793,4755,508
3328:616,58,84,29,8,76,650,518,1102,354
3329:17,542,238,429,226,70,81,8,224,76
3335:654,58,616,84,8,76,650,542,518,1102
3346:17,616,245,518,654,8,542,15,58,787
3352:17,654,302,616,58,8,84,542,76,518
3353:17,58,302,616,654,8,564,508,15,736
3360:302,616,654,84,8,58,29,76,518,736
3374:17,58,616,15,654,302,76,650,542,518
3376:17,302,616,654,58,226,76,650,8,84
3383:17,654,70,58,354,138,84,29,616,226
3386:17,76,564,302,12253,654,4203,58,776,650
3411:654,17,302,616,58,76,518,650,542,564
3412:129,79323,1355,104247,28790,1007,16258,86514,76480,12039
3413:17,616,654,302,8,84,518,58,15,76
3416:4755,1352,2880,10041,189,4568,3107,3172,1527,378
3419:17,654,616,29,650,8,76,84,518,564
3421:17,84,8,542,518,76,650,861,564,354
3423:17,616,8,302,58,654,76,564,518,650
3426:17,616,302,654,58,542,8,15,101,564
3428:17,302,654,58,8,542,84,15,650,101
3429:302,654,84,76,8,650,518,542,564,15
3431:47290,2139,76,80576,683,3225,34500,88768,1730,17
3432:17,616,58,650,302,654,564,542,15,226
3450:17,76,58,616,564,302,654,650,81,542
3453:168,719,661,5480,760,1326,10267,463,1400,9874
3478:84,8,650,518,15,1102,289,101,6,61
3479:17,650,616,302,654,58,8,15,76,224
3480:302,17,654,616,29,650,76,84,15,542
3490:17,84,542,289,6,1102,61,354,138,736
3500:654,616,58,8,84,518,542,650,29,15
3514:302,616,84,8,29,518,650,542,1102,354
3529:17,302,654,76,616,58,8,866,84,29
3546:17,58,302,654,8,861,84,76,650,518
3547:302,654,616,84,29,8,76,518,542,1102
3551:219,76,168,226,1528,5738,297,719,801,1124
3557:168,719,984,1326,76,1400,5480,8860,5738,661
3572:29630,31775,54245,17,238,76,60680,3360,56825,19012
3579:17,58,616,29,8,354,518,650,76,138
3580:17,76,302,616,654,780,58,564,70,226
3593:17,654,616,58,84,518,76,29,542,1102
3599:17,81,76,616,302,564,542,70,654,15
3609:17,302,654,616,58,84,8,76,29,518
3610:17,302,654,8,616,76,58,518,1102,650
3613:508,901,17,70,698,81,76,616,1344,2512
3628:17,542,302,616,650,8,103,76,787,58
3656:17,654,616,58,8,29,542,84,518,76
3657:17,58,616,84,1102,8,76,650,354,564
3663:58,542,650,76,564,1102,354,301,32,70
3674:302,58,8,84,518,542,29,76,650,15
3684:568,2704,2128,9655,10236,5218,1937,394,8697,1568
3685:17,70,76,302,616,654,58,81,8,84
3686:19302,17567,11777,3672,51933,8321,45956,9289,46540,27241
3692:17,302,654,616,84,8,29,289,542,518
3694:17,302,616,654,58,8,650,76,564,84
3701:302,654,616,58,8,518,29,650,354,76
3702:17,8,654,554,616,302,518,564,32,76
3717:17,654,58,84,76,564,542,29,15,101
3721:654,616,58,84,518,650,1102,76,542,354
3728:17,76,58,302,616,698,654,508,564,650
3735:8,76,29,15,101,301,6,138,289,70
3736:302,654,616,58,84,8,650,518,29,564
